Wheelchair Econ Rem Full Arms 20  w/ Swing-Away Footrests,20  DETACHABLE ARM * Swing-away Elevating Leg-rests * Powder coated silver-vein steel frame * Padded armrests * Embossed vinyl upholstery is durable  lightweight  attractive  and easy to clean * Urethane tires mounted on composite wheel provides durability and low maintenance * Comes with push to lock brakes * 8  front casters  adjustable in 3 positions * Carry pocket on backrest provides additional convenience * Comes with swing-away footrests or elevating legrests with tool free adjustable length riggings * Plastic footplates * Desk arms are detachable * Overall height: 36  * Seat to floor height: 17.5  -19.5  * Back height: 16  * Seat depth: 16  * Overall length w/ riggings: 42  * 3 Year Limited Warranty * HCPCS Suggested Code: K0002 * Overall width: 28  (open)  12.5  (closed) * Product weight: 39 lbs * Carton shipping weight: 44 lbs *,10965W,183.22,333.12,Wheelchairs & Accessories,Wheelchairs - Standard,48.9,0,10965W.jpg,1209,31,12,37,10965W.jpg,,,,,,,,,
Wheelchair Econ Rem Full Arms W/SDF  Dual Axle 18,18  DETACHABLE FULL ARMS * Swing-away Footrests  * Powder coated silver-vein steel frame * Padded armrests * Embossed vinyl upholstery is durable  lightweight  attractive  and easy to clean * Urethane tires mounted on composite wheel provides  durability and low maintenance * Comes with push to lock brakes * 8  front casters  adjustable in 3 positions * Carry pocket on backrest provides additional convenience * Comes with swing-away footrests or elevating legrests with tool free adjustable length riggings * Plastic footplates * Full arms are detachable * Overall height: 36   * Seat to floor height: 17.5  -19.5  * Back height: 16  * Seat depth: 16  * Overall length w/ riggings: 42  * 3 Year Limited Warranty * HCPCS Suggested Code: K0002 * Overall width: 26  (open)  12.5  (closed) * Product weight: 37 lbs * Carton shipping weight: 42 lbs * Weight Capacity: 250 lbs,10965X,182.63,332.05,Wheelchairs & Accessories,Wheelchairs - Standard,45,0,10965l.jpg,1209,37,33,13,10965l.jpg,,,,,,,,,
Wheelchair Econ Rem Full Arms 20   w/ELR's  Dual Axle,20  w/Detachable Full Arms * Comes with elevating legrests with tool free adjustable length riggings * Powder coated silver-vein steel frame * Padded armrests * Embossed vinyl upholstery is durable  lightweight  attractive  and easy to clean * Urethane tires mounted on composite wheel provides  durability and low maintenance * Comes with push to lock brakes * 8  front casters  adjustable in 3 positions * Carry pocket on backrest provides additional convenience  * Plastic footplates * Desk arms are detachable * Overall height: 36   * Seat to floor height: 17.5  -19.5  * Back height: 16  * Seat depth: 16  * Overall length w/ riggings: 42  * 3 Year Limited Warranty * HCPCS Suggested Code: K0002 * Overall width: 28  (open)  12.5  (closed) * Product weight: 39 lbs * Carton shipping weight: 50 lbs * Weight Capacity: 350 lbs * Notice to California Consumers: WARNING: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm *,10965Y,195.13,354.79,Wheelchairs & Accessories,Wheelchairs - Standard,50,0,10965l.jpg,1209,37,33,13,10965l.jpg,,,,,,,,,
Wheelchair Econ Rem Full Arms w/Elevating Legrests  18,18  Detachable Full Arms* Swing-away Elevating Leg-rests * Powder coated silver-vein steel frame * Padded armrests * Embossed vinyl upholstery is durable  lightweight  attractive  and easy to clean * Urethane tires mounted on composite wheel provides  durability and low maintenance * Comes with push to lock brakes * 8  front casters  adjustable in 3 positions * Carry pocket on backrest provides additional convenience * Comes with elevating legrests with tool free adjustable length riggings * Plastic footplates * Desk arms are detachable * Overall height: 36   * Seat to floor height: 17.5  -19.5  * Back height: 16  * Seat depth: 16  * Overall length w/ riggings: 42  * 3 Year Limited Warranty * HCPCS Suggested Code: K0002 * Overall width: 26  (open)  12.5  (closed) * Product weight: 37 lbs * Carton shipping weight: 42 lbs * Weight Capacity: 300# * Notice to California Consumers: WARNING: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm *,10965Z,191.46,348.1,Wheelchairs & Accessories,Wheelchairs - Standard,45,0,10965l.jpg,1209,37,33,13,,,,,,,,,,
Wheelchair Full Reclining 22  W/Removable Desk Arms,DESK ARMS * 22  * Weight 55 lbs * Weight Capcity 450 lbs * New state-of-the-art hydraulic reclining mechanism allows for infinite adjustments up to 180 degrees *Padded armrests provide added patient comfort * Comes standard with swing-away  elevating legrests * Wheels set back on frame prevents tipping * Precision sealed wheel bearings in front and rear ensure long lasting performance and reliability * Standard dual axle provides easy transition of seat to hemi-level * Aluminum footplates are atractive  crack-proof and lightweight * Front caster forks are adjustable in 3 positions * Rear anti-tippers standard * Weight Limit: 4500 Lbs. *,10966P,765.37,1391.58,Wheelchairs & Accessories,Wheelchairs-Reclining,88.3,0,10966p.jpg,1209,35,15,42,,,,,,,,,,
Wheelchair Ltwt Dlx K-4 w/SF w/Flip-Bk Rem Desk Arms 12,The Drive Medical Viper is a versatile wheelchair right out of the box and it is easier to propel and transport than an average weight wheelchair  *The Viper comes standard with adjustable padded arms  multiple seat to floor height positions  anti-tippers with flip-up wheels which never have to be removed and push to lock wheel locks  *The back is height adjustable to provide added patient comfort  *The carbon steel frame is high strength while remaining lightweight  *The wheelchair upholstery is made of durable nylon which is flame retardant and resists mildew and bacteria for long lasting comfort and cleanliness  *These comfort options make the Viper from Drive Medical an ideal wheelchair for anybody that needs to be in a wheelchair for extended periods of time  *This wheelchair is available with various arm styles  seat widths  and swing away footrests or elevating legrests  *Features:  *8  front casters have 3 height adjustments  *Back height adjustable from 18  - 20   *Carbon steel black powder coated frame double coated for an attractive  chip-proof  maintainable finish  *Comes standard with flip up anti tippers  *Comes with push to lock wheel locks  *Comes with swing-away footrests or elevating legrests with tool-free adjustable length riggings  *Composite footplates with heel loops are durable and lightweight  *Composite mag-style wheels with aluminum hand rims are lightweight and maintenance free  *Composite steel lined front receiver is angled so the arm will lock into place every time  *Dual axle provides easy transition of seat height to hemi level  *Durable  flame retardant nylon upholstery resists mildew and bacteria  *Easier to propel and transport  *Flip-back arms  allow for easy transfer  *Frame style eliminates seat guides and allows for custom backs and accessories  *Nylon padded armrests provide added patient comfort  *Precision sealed wheel bearings in front and rear ensure long lasting performance and reliability  *The front mounted release lever can be flipped up or down depending on the patients needs  *Urethane rear tires and casters offer superior performance  smoother ride and are lightweight   * Viper weighs 32 lbs (Excluding front rigging),10967A-SF,501.1,911.09,Wheelchairs & Accessories,Wheelchair - Accessories/Parts,39,0,10967a-sf.jpg,1209,27,12,33,10967a-sf.jpg,,,,,,,,,
Wheelchair  Viper w/Flip Back Desk Arms  14   Elev Legrests,Now comes with riggings in carton. * VIPER weighs 32 lbs. (Excluding front rigging) * Easier to propel and transport * New frame style eliminates seat guides and allows for custom backs and accessories * Back height adjustable from 18  - 20  * Carbon steel black powder coated frame double coated for an attractive  chip-proof  maintainable finish * Comes standard with  flip up  anti-tippers * Composite steel lined front receiver is angled so the arm will lock into place every time * The front mounted release lever can be flipped up or down depending on the patients needs * Durable  heavy gauge flame retardant nylon upholstery resists mildew and bacteria * Nylon  padded armrests provide added patient comfort * Flip-back arms allow for easy transfer * Composite Mag-style wheels with aluminum hand rims are lightweight and maintenance free * Precision sealed wheel bearings in front and rear ensure long lasting performance and reliability * Standard dual axle provides easy transition of seat height to hemi-level * Composite footplates with heel loops are durable and lightweight * Front caster forks are adjustable in 3 positions * Urethane rear tires and casters offer superior performance  smoother ride and are lightweight * Comes with push to lock wheel locks * Weight Capacity: 250 lbs * Limited Lifetime Warranty *,10967T,556.68,1012.15,Wheelchairs & Accessories,Wheelchairs - Lightweight K3/4,42.6,0,10967t.jpg,1209,27,12,34,10967t.jpg,,,,,,,,,
Viper Plus GT-Deluxe-Alum-SF Ltwt  Dual Axle 18  Univ Arms,The new Viper Plus GT with Universal Armrests allows the user to easily convert the armrests into desk arm  half arm  and full arm with the push of a button. The armrests also adjust to eight individual heights in «  increments for complete customization.  * Adjustable height and length  flip-back  removable  padded arms  * Built-in seat rail extensions and extendable upholstery easily adjusts seat depth from 16  to 18   * HCPCS Code K0004-1  K0004+K0195+E0992 * All-Aluminum frame * Dual Axle allows for multiple seat-to-floor height positions * Over-center cross brace eliminates need for seat guides Works with seating and positioning accessories * Adjustable angle back easily adjusts from 5ø - 20ø * Adjustable height back adjusts from 17  - 19  in 1  increments  adaptable for individual patient needs * Durable  heavy-gauge flame-retardant nylon upholstery with hook and loop fastener flaps * Quick release  24  composite Mag-style wheels are lightweight and maintenance free * Adjustable angle caster forks have three height adjustments and angle adjustability * Tool-free adjustable swing-away footrests also feature easy-to-access release handles * Urethane rear tires and casters offer superior performance  smoother ride and are lightweight * Adjustable anti-tipper with flip-up wheels Never needs to be removed * Comes with push-to-lock wheel locks * Weight Capacity 300# * Warranty Limited Lifetime * Color Deep Green,10967U,423.36,769.75,Wheelchairs & Accessories,Wheelchair - Accessories/Parts,47.7,0,10967V.jpg,1209,31,13,38,,,,,,,,,,
Viper Plus GT WC 16  w/Univ Armrests & ELR's,The new Viper Plus GT with Universal Armrests allows the user to easily convert the armrests into desk arm  half arm  and full arm with the push of a button. The armrests also adjust to eight individual heights in «  increments for complete customization.  * HCPCS Codes K0004-1  K0004+K0195+E0991 * Adjustable height and length  flip-back  removable  padded arms  * Built-in seat rail extensions and extendable upholstery easily adjusts seat depth from 16  to 18   * All-Aluminum frame * Dual Axle allows for multiple seat-to-floor height positions * Over-center cross brace eliminates need for seat guides Works with seating and positioning accessories * Adjustable angle back easily adjusts from 5ø - 20ø * Adjustable height back adjusts from 17  - 19  in 1  increments  adaptable for individual patient needs * Durable  heavy-gauge flame-retardant nylon upholstery with hook and loop fastener flaps * Quick release  24  composite Mag-style wheels are lightweight and maintenance free * Adjustable angle caster forks have three height adjustments and angle adjustability * Tool-free adjustable swing-away footrests also feature easy-to-access release handles * Urethane rear tires and casters offer superior performance  smoother ride and are lightweight * Adjustable anti-tipper with flip-up wheels Never needs to be removed * Comes with push-to-lock wheel locks * Weight Capacity 300# * Warranty Limited Lifetime * Color Deep Green,10967W,410.25,745.91,Wheelchairs & Accessories,Wheelchair - Accessories/Parts,0,0,,1209,0,0,0,,,,,,,,,,
Viper Plus GT WC 20  w/Univ Armrests & ELR's,The new Viper Plus GT with Universal Armrests allows the user to easily convert the armrests into desk arm  half arm  and full arm with the push of a button. The armrests also adjust to eight individual heights in «  increments for complete customization.  * HCPCS Code K0004-1  K0004+K0195+E0995 * Adjustable height and length  flip-back  removable  padded arms  * Built-in seat rail extensions and extendable upholstery easily adjusts seat depth from 16  to 18   * All-Aluminum frame * Dual Axle allows for multiple seat-to-floor height positions * Over-center cross brace eliminates need for seat guides Works with seating and positioning accessories * Adjustable angle back easily adjusts from 5ø - 20ø * Adjustable height back adjusts from 17  - 19  in 1  increments  adaptable for individual patient needs * Durable  heavy-gauge flame-retardant nylon upholstery with hook and loop fastener flaps * Quick release  24  composite Mag-style wheels are lightweight and maintenance free * Adjustable angle caster forks have three height adjustments and angle adjustability * Tool-free adjustable swing-away footrests also feature easy-to-access release handles * Urethane rear tires and casters offer superior performance  smoother ride and are lightweight * Adjustable anti-tipper with flip-up wheels Never needs to be removed * Comes with push-to-lock wheel locks * Weight Capacity 300# * Warranty Limited Lifetime * Color Deep Green,10967X,439.75,799.55,Wheelchairs & Accessories,Wheelchair - Accessories/Parts,0,0,,1209,0,0,0,,,,,,,,,,
Cruiser X4 W/C 18  w/SF & Ht Adj Flip-Back Desk Arms,Cruiser X4 Wheelchair Weighs 34 pounds or less when properly equipped in the basic configuration (Excluding front rigging) * Easy to propel and transport * Frame style eliminates seat guides and allows for custom backs and accessories * Flip-back  removable desk arm is height adjustable from top of seat rail 10  to 14  and features a front mounted easy-to-use lever release mechanism * Padded armrests provide added patient comfort * Height adjustable segmented back * Aluminum and Carbon steel blended frame with combination powder coated and silver vein finish is attractive  chip resistant and easy-to-maintain * Durable  flame retardant nylon upholstery resists mildew and bacteria * Patented adjustable depth seat 16  and 18  on chair depths * 3 position quick release rear axles mounted on Composite Mag-style wheels with composite hand rims are lightweight and maintenance free *  Polyurethane rear tires and composite casters offer superior performance  smoother ride and are lightweight * Dual over center cross links provide added rigidity * Comes with swing-away footrests with tool-free adjustable length riggings * Composite footplates with heel loops are durable and lightweight * Precision sealed wheel bearings through-out ensure long lasting and reliability * 8  front casters have 3 height adjustments and angle adjustments * Triple rear axle positions provides easy transition of seat height from standard to hemi level * Comes with push-to-lock wheel locks * Anti-Tippers not included (use #STDS819) * Warranty  Limited Lifetime * Warranty on Frame Limited Lifetime * Weight Capacity  300 lbs,10968B,225.26,409.55,Wheelchairs & Accessories,Wheelchairs - Lightweight K3/4,0,0,10968j.jpg,1209,0,0,0,,,,,,,,,,
Cruiser X4 W/C 20  w/SF & Ht Adj Flip-Back Desk Arms,Cruiser X4 Wheelchair Weighs 34 pounds or less when properly equipped in the basic configuration (Excluding front rigging) * Easy to propel and transport * Frame style eliminates seat guides and allows for custom backs and accessories * Flip-back  removable desk arm is height adjustable from top of seat rail 10  to 14  and features a front mounted easy-to-use lever release mechanism * Padded armrests provide added patient comfort * Height adjustable segmented back * Aluminum and Carbon steel blended frame with combination powder coated and silver vein finish is attractive  chip resistant and easy-to-maintain * Durable  flame retardant nylon upholstery resists mildew and bacteria * Patented adjustable depth seat 16  and 18  on chair depths * 3 position quick release rear axles mounted on Composite Mag-style wheels with composite hand rims are lightweight and maintenance free *  Polyurethane rear tires and composite casters offer superior performance  smoother ride and are lightweight * Dual over center cross links provide added rigidity * Comes with swing-away footrests with tool-free adjustable length riggings * Composite footplates with heel loops are durable and lightweight * Precision sealed wheel bearings through-out ensure long lasting and reliability * 8  front casters have 3 height adjustments and angle adjustments * Triple rear axle positions provides easy transition of seat height from standard to hemi level * Comes with push-to-lock wheel locks * Anti-Tippers not included (use #STDS819) * Warranty  Limited Lifetime * Warranty on Frame Limited Lifetime * Weight Capacity  300 lbs,10968C,233.48,424.51,Wheelchairs & Accessories,Wheelchairs - Lightweight K3/4,48,0,10968j.jpg,1209,32,13,37,10968j.jpg,10968C-1.jpg,10968C-2.jpg,10968C-3.jpg,10968C-4.jpg,10968C-5.jpg,10968C-6.jpg,10968C-7.jpg,10968C-8.jpg,
Walker Tray w/ Grip Mat  Gray,Gray * Holds meals  crafts  reading materials & more * Increased  independence for walker users * 2 recessed cup holders * Raised edges prevent spills * Fits any standard walker * Easily transfer meals from room to room * With grip mat,1097,25.33,46.06,Mobility Products,Walker Accessories,2,167,1097.jpg,1928,21,16,1,1097.jpg,1097-1.jpg,,,,,,,,
Viper Plus Reclining W/C 14  Fixed Flip Desk Arms  SEL,FLIP BACK DESK ARMS * 14  * Weighs 51 lbs. (Excluding front rigging) * New state-of-the-art hydraulic reclining mechanism * Durable  heavy gauge flame retardant nylon upholstery resists mildew and bacteria * Padded flip-back detachable desk armrests * Composite Mag-style wheels are lightweight and maintenance free * Standard dual axle provides easy transition of seat to hemi-level * Composite footplates are durable and lightweight * Front caster forks are adjustable in 3 positions * Urethane rear tires and casters offer superior performance  smoother ride and are lightweight * Comes with push to lock wheel locks * Comes standard with swing-away elevating legrests * Color: Black * Limited Lifetime Warranty *,10971B,654.47,1189.95,Wheelchairs & Accessories,Wheelchairs-Reclining,49.4,0,10971.jpg,1209,26,13,34,,,,,,,,,,
Viper GT 16 Recl Flip Back Rem Full Arms  SEL,This is the updated version of the Viper Plus * Details will follow,10971E,655.59,1191.98,Wheelchairs & Accessories,Wheelchairs-Reclining,66.3,0,10971.jpg,1209,37,15,40,,,,,,,,,,
Viper GT 16 Recl  Flip Back Rem Desk Arms  SEL,Viper Plus Reclining Wheelchair Built-in seat rail extension and extendable upholstery easily adjusts seat depth of 16 . Attendant wheel locks in a convenient and easily accessible location. Spreader bar acts as a back stabilizer and a convenient push handle for the attendant. Offset rear wheel position adds additional stability and equally distributes the patient?s weight while in the various reclining positions. Hydraulic reclining mechanism allows for adjustments up to 180ø. Durable  flame-retardant nylon upholstery resists mildew and bacteria. Carbon steel frame with double-coated chrome for an attractive  chip-proof  maintainable finish. Composite Mag-style wheels are lightweight and maintenance free Also features 8  front casters. Nylon  padded armrests provide added patient comfort  and feature the flip-back style for easy transfers. Precision sealed wheel bearings in front and rear ensure long-lasting performance and reliability. Standard dual axle provides easy transition of seat-to-floor height from adult to hemi-level. Front caster forks are adjustable in three positions. Comes standard with swing-away elevating leg rests. Composite foot plates are durable and lightweight. Urethane rear tires and casters offer superior performance  smoother ride and are lightweight.  Seat width: 16  Flip Back Detachable Desk Arm Swing-away  Elevating Leg rests  HCPC: K0004 + E1226 + K0195 OR E0990,10972E,654.68,1190.33,Wheelchairs & Accessories,Wheelchairs-Reclining,0,0,10972E.jpg,1209,0,0,0,10972E.jpg,,,,,,,,,
Display Only for Metro and EZ Fold-N-Go Walker,EX Fold-N-Go walker display * Accommodates 6  Walkers * Durable: Made of high quality hard wood * Brochure holder included * Made to fit the follow walkers: 1117A B & C,1097D,0,0,Mobility Products,Specialty Walkers/Accessories,0,1,1097D.JPG,1657,0,0,0,,,,,,,,,,
Aircast Cryo/Cuff System-Ankle & Cooler,Ankle Adult Cuff & Cooler * Aircast Cryo/Cuff sytem features simultaneous cold and compression to minimize swelling and pain * The simplicity to use makes it ideal for ER  post-op  training room and home use * Insulated jug holds up to 4 liters of ice and water - enough for 8 hours of therapy * HCPCS code A9270,10A,149.24,271.34,Hot & Cold Therapy,CRYO Systems & Cuffs,3.44,27,,1018,0,0,0,,,,,,,,,,
Aircast Cryo Ankle Cuff Only,Ankle Adult Cuff Only * Aircast Cryo/Cuff sytem features simultaneous cold and compression to minimize swelling and pain * The simplicity to use makes it ideal for ER  post-op  training room and home use * See item #10A for the complete system,10A01,84.54,153.7,Hot & Cold Therapy,CRYO Systems & Cuffs,0,16,10A.jpg,1018,0,0,0,,,,,,,,,,
Aircast Cryo/ Cuff System- Large Foot & Cooler,Foot Large Cuff & Cooler 10 -1  * System features simultaneous cold and compression to minimize swelling and pain * Insulated jug holds up to 4 liters of ice *,10B,154.47,280.85,Hot & Cold Therapy,CRYO Systems & Cuffs,0,0,10c.jpg,1018,9,7,5,,,,,,,,,,
Aircast Cryo Large Foot Cuff Only,Foot Large Cuff Only 10 -17  *,10B01,84.55,153.72,Hot & Cold Therapy,CRYO Systems & Cuffs,0,2,10c.jpg,1018,9,7,5,,,,,,,,,,
Aircast Cryo/ Cuff System- Med Foot & Cooler,Foot Med Cuff & Cooler 9 -13  *  System features simultaneous cold and compression to minimize swelling and pain * Insulated jug holds up to 4 liters of ice *,10C,142.37,258.85,Hot & Cold Therapy,CRYO Systems & Cuffs,0,0,10c.jpg,1018,9,7,5,,,,,,,,,,
Aircast Cryo Medium Foot Cuff Only,Foot Med Cuff Only 9 -13  *,10C01,84.54,153.7,Hot & Cold Therapy,CRYO Systems & Cuffs,0,2,10c.jpg,1018,9,7,5,,,,,,,,,,
Aircast Cryo/ Cuff System- Ankle Cuff w/Cooler Pediatric,Ankle Pediatric Cuff & Cooler * System features simultaneous cold and compression to minimize swelling and pain * Insulated jug holds up to 4 liters of ice *,10P,154.47,280.85,Hot & Cold Therapy,CRYO Systems & Cuffs,0,0,10a.jpg,1018,9,7,5,,,,,,,,,,
Aircast Cryo Ankle Cuff Pediatric - Only,Ankle Pediatric Cuff Only *,10P01,90.7,164.91,Hot & Cold Therapy,CRYO Systems & Cuffs,0,0,10a.jpg,1018,9,7,5,,,,,,,,,,
DonJoy IceMan Classic w/Universal Wrap-On Pad(ns rh),Cold Therapy Unit * Prescription only device * helps reduce pain and swelling * Designed to help provide extended cold therapy as directed by a medical professional * Developed through direct customer interaction and feedback * Patented recirculation system helps deliver consistent cold therapy throughout the cold pad  eliminating excessively cold inlet temperatures * Lightweight portable design * Self-priming  plug-n-play operation *,11-1422,146.15,265.75,Hot & Cold Therapy,CRYO Systems & Cuffs,0,0,11-1422.jpg,1018,0,0,0,11-1422.jpg,11-1422-1.jpg,11-1422-2.jpg,11-1422-3.jpg,,,,,,
Omron Adult Standard Aneroid Cuff Nylon,Durable and reliable  Omron's Aneroid Sphygmomanometers offer a 10 year calibration warranty and a long-life nylon cuff to maintain the performance requirements of a busy clinical practice   *Standard  Blue  *Latex inflation system  *Zippered carrying case  *Standard air release valve,11-200,19.9,36.18,Blood Pressure,B. P. Parts & Accessories,1.06,46,11-200.jpg,1216,4,7,3,11-200.jpg,,,,,,,,,
Hinged Knee Support Sleeve w/ Open Popliteal & Horseshoe  XS,The Drytex hinged knee suppoprt  is a Neoprene alternative constructed of a unique nylon core and polyester Lycrar fabric that allows for improved airflow * Provides compression and support  yet allows for breathability ideal in warm weather climates * Designed for mild to moderate medial lateral stability * Measurements taken 6  above mid-patella  knee joint line  and 6  below mid-patella circumference * Extra Small fits: Thigh: 13  - 15.5  (33 - 39 cm); Knee center: 12  - 13  (30.5 - 33 cm); Calf: 10  - 12  (25.5 - 30.5 cm) *,11-2011-1,175.19,318.54,Orthopedic Care,Knee Supports &Braces,0,0,11-2011-1.jpg,1018,0,0,0,,,,,,,,,,
Inflation Bulb only for Aircast,This inflation bulb is for the Aircast Walkers - Styles SP  FP and XP  *Note: This is NOT for the Aircast Diabetic Walker--this requires a different bulb and has a smaller airtube,11-20SC,7.21,13.11,Foot Care,Cam Walkers/ Foot Walkers,0,4,11-20sc.jpg,1018,0,0,0,,,,,,,,,,
Scan Ultrasnd Gel- 1 Gallon,1 U.S. Gallon  Each * An exclusive dual-viscosity formula allows SCAN to be applied as a gel and scan as a fluid * For medical ultrasound procedures where a less viscous gel is desired * This item includes one (1) 8 ounce empty dispenser bottle with 1 gallon of gel * Pump is not included,28-Nov,19.45,35.37,Electrotherapy,"Ultrasound Lotions, Gels, Accs",8.94,1,11-08.jpg,1330,13,13,14,,,,,,,,,,
Scan Ultrasnd Gel- Scanpac Case/4 Gallons,SCANPAC© - 4 Gal Case * An exclusive dual-viscosity formula allows SCAN to be applied as a gel and scan as a fluid * For medical ultrasound procedures where a less viscous gel is desired * This item includes 4 gallons of gel  2 empty 8 ounce dispenser bottles & 1 plastic pump Shipping Carton Size: 15 L x 14 W x 12 H,11-28S,72.93,132.6,Electrotherapy,"Ultrasound Lotions, Gels, Accs",36.12,0,11-08.jpg,1330,15,14,12,,,,,,,,,,
DonJoy IceMan Classic w/Shoulder Wrap-On Pad (ns rh),Cold Therapy Unit * Prescription only device * helps reduce pain and swelling * Designed to help provide extended cold therapy as directed by a medical professional * Developed through direct customer interaction and feedback * Patented recirculation system helps deliver consistent cold therapy throughout the cold pad  eliminating excessively cold inlet temperatures * Lightweight portable design * Self-priming  plug-n-play operation *,Nov-98,146.15,265.75,Hot & Cold Therapy,CRYO Systems & Cuffs,0,0,11-9098.jpg,1018,0,0,0,11-9098.jpg,11-9098-1.jpg,11-9098-2.jpg,11-9098-3.jpg,,,,,,
Eye Wash Bottle- Filled-4 oz.,EYE WASH BOTTLES & SOLUTION * 4 oz. Filled Bottle Sterile  isotonic buffered solution * Cleanses and refreshes * Helps relieve irritation * Active ingredient - Purified water,110,3.87,7.03,Emergency & First Aid Products,Eye Wash Stations & Bottles,0,0,110.jpg,1722,0,0,0,110.jpg,,,,,,,,,
Sling  Comfort Seat  Head Support  Dacron  Straps & Wire,Hoyer© Solid Comfort Seat Bathing Sling with head support   *Polymesh/Dacron   *One-piece high-back seat  wire insert  set of two web straps  *2-point,110-D,167.39,304.34,Mobility Products,"Patient Lifters, Slings, Parts",0,0,,1817,0,0,0,,,,,,,,,,
The Curve Security Pole White,Curve Security Pole - White * 2 Products in 1: Floor to ceiling pole with pivoting Curve Grab Bar that locks in place every 45 degree * Portable: Main pole easily separates into two 53  pieces * Adaptable: No need for wall mounts * Rubber pads protect ceiling and floor * Installs in minutes with no tools required * Rust resistant zinc plated steel * Fits ceiling height range  Fits ceiling height range of up to 10' * Weight of product: 20 lbs * Weight of Capacity: 300 lbs *,1100,160.53,291.87,Aids to Daily Living,Stand-Up Assists,22,9,1100.jpg,1657,54,12,4,1100.jpg,1100-1.jpg,1100-2.jpg,1100-3.jpg,1100-4.jpg,1100-5.jpg,1100-6.jpg,1100-7.jpg,1100-8.jpg,
Jobst Activewear 30-40 Knee-Hi Socks White XL,Jobst 30-40 mmHg Activewear Knee High Support Socks  providing effective leg therapy in energizing unisex athletic compression socks. * Dri-Release yarn  which looks and feels like cotton  help keep feet dry and comfortable. * Non-constricting comfort band keeps socks up without binding or pinching. * Reinforced heel resists abrasion and provides greater durability. * Seamless toe and 360 degree cushioned foot increases comfort. * Machine wash support socks in a mesh laundry bag or hand wash with warm water using a mild soap or detergent designed for compression stockings. Machine dry on low heat. * 58% Polyester  20% Nylon  10% Cotton  12% Spandex  Latex Free. * 30-40 mmHg (CCL 2) Very Firm Gradient Compression Indication Guide: Chronic venous insufficiency Deep vein thrombosis Post-thrombotic syndrome Severe varicose veins Severe edema / lymphedema Venous ulcer Lymphedema Orthostatic hypotension Postural hypotension Helps Prevent DVT (Deep Vein Thrombosis),110054,54.21,98.56,Stockings,Jobst Relief 30-40 Knee-Hi,0,0,110054.jpg,1084,0,0,0,110054.jpg,,,,,,,,,
Innerspring Mattress- 80  Drive,36  x  80  x 5  * High quality inner spring design * Constructed of premium grade cotton and high-density urethane foam for maximum comfort and increased durability * Vinyl cover is waterproof  anti-bacterial   anti-static for easy use and care * Two screened brass side vents allow  mattress to breathe * Weight Capacity: 300 lbs * Warranty: 1 year * Notice to California Consumers: WARNING: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm *,11006A,125.2,227.64,Beds & Accessories,Innerspring Mattresses,30,0,11006a.jpg,1209,80,36,6,,,,,,,,,,
Innerspring Mattress  Extra Firm  36 x80   Drive,High quality inner spring design * Constructed of premium grade cotton and high-density urethane foam for maximum comfort and increased durability * Vinyl cover is waterproof  anti-bacterial  anti-static for easy use and care * Two screened brass side vents allow mattress to breathe * Weight Capacity: 300 lbs * Warranty: 1 year *,11006B,248.06,451.01,Beds & Accessories,Innerspring Mattresses,27,0,11006B.jpg,1209,36,8,80,,,,,,,,,,
Mattress Extender 6 x36 x6,6  x 36  x 6  * Used to extend a mattress for the needs of a larger patient * When a sheet is placed over the mattress and extender  a unified surface is formed * Material is anti-microbial  fire rated  and fluid proof * Meets California code #117 * Notice to California Consumers: WARNING: This product contains chemicals known to the State of California to cause cancer and birth defects or other reproductive harm *,11007,40.35,73.35,Beds & Accessories,Bed Rails & Fall Protectors,1.3,0,11007.jpg,1967,7,7,36,,,,,,,,,,
Hospital Bed Homecare Mattress 80  x 36  x 6  - Foam,Premium quality foam homecare mattress * Waterproof  removable cover * Non-slip underside keeps mattress frmly in place * Fire retardant - meets 16 CFR 1633 requirements * Super compressed packaging; box footprint is only 12  x 12  x 37  * Limited 12 Month Warranty * Approximate size: 80  x 36  x 6  * Latex Free * Weight capacity 275 lbs.,11009A,126.99,230.89,Beds & Accessories,Foam Mattresses,22.13,5,11009A.jpg,1956,37,12,12,,,,,,,,,,
The Curve Security Pole Black,Curve Security Pole -Black * 2 Products in 1: Floor to ceiling pole with pivoting Curve Grab Bar that locks in place every 45 degree * Portable: Main pole easily separates into two 53  pieces * Adaptable: No need for wall mounts * Rubber pads protect ceiling and floor * Installs in minutes with no tools required * Rust resistant zinc plated steel * Fits ceiling height range of up to 10' * Weight of product: 20 lbs * Weight of Capacity: 300 lbs *,1100A,160.53,291.87,Aids to Daily Living,Stand-Up Assists,20.5,5,1100A.jpg,1657,54,12,4,1100A.jpg,1100A-1.jpg,1100A-2.jpg,1100A-3.jpg,,,,,,
Deluxe Erection Combination Battery and Manual System,* Kit Contains: Seven numbered rings (each a different size)  a user friendly vacuum pump  battery operated device  a mounting cone  a transparent tube and an instructional video * Creates a strong erection for 95% of all men * No Prescription Required * Hard plastic componets have 5yr warranty  (rings not covered under warranty) * 8  long x 1 7/8  diameter tube * HCPCS Suggested Code: L7900,1101,159.78,290.51,Impotence,Impotence Device,2.4,4,1101.jpg,1017,0,0,0,,,,,,,,,,
